SIG_PROCEDENCIA,DSC_ASSUNTO_COMPLETO,count(ASSUNTO_PROCESSO.SEQ_ASSUNTO_PROCESSO)
SE,"DIREITO PENAL | PARTE GERAL | EXCLUDENTES | LEGíTIMA DEFESA ",2
SE,"DIREITO PENAL | PARTE GERAL | EXTINçãO DA PUNIBILIDADE ",4
SE,"DIREITO PENAL | PARTE GERAL | EXTINçãO DA PUNIBILIDADE | PRESCRIçãO ",4
SE,"DIREITO PENAL | PARTE GERAL | TIPICIDADE ",3
SE,"DIREITO PENAL | PARTE GERAL | TIPICIDADE | PRINCíPIO DA INSIGNIFICâNCIA ",2
SE,"DIREITO PREVIDENCIÁRIO",1
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE ",319
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | ABONO DE PERMANêNCIA EM SERVIçO (ART. 87) ",3
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | APOSENTADORIA ESPECIAL (ART. 57/8) ",37
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | APOSENTADORIA POR IDADE (ART. 48/51) ",6
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | APOSENTADORIA POR IDADE (ART. 48/51) | RURAL (ART. 48/51) ",27
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | APOSENTADORIA POR INVALIDEZ ",13
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | APOSENTADORIA POR INVALIDEZ ACIDENTáRIA ",4
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | APOSENTADORIA POR TEMPO DE SERVIçO (ART. 52/4) ",20
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | AUXíLIO-ACIDENTE (ART. 86) ",11
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | AUXíLIO-ACIDENTE (ART. 86) | MOVIMENTOS REPETITIVOS/TENOSSINOVITE/LER/DORT ",1
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | AUXíLIO-ACIDENTE (ART. 86) | REDUçãO DA CAPACIDADE AUDITIVA ",3
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | AUXíLIO-DOENçA ACIDENTáRIO ",2
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | AUXíLIO-DOENçA PREVIDENCIáRIO ",1
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | BENEFíCIO ASSISTENCIAL (ART. 203,V CF/88) ",29
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | EX-COMBATENTES ",21
SE,"DIREITO PREVIDENCIÁRIO | BENEFíCIOS EM ESPéCIE | PENSãO POR MORTE (ART. 74/9) ",277
SE,"DIREITO PREVIDENCIÁRIO | DISPOSIçõES DIVERSAS RELATIVAS àS PRESTAçõES | DECADêNCIA/PRESCRIçãO ",13
SE,"DIREITO PREVIDENCIÁRIO | DISPOSIçõES DIVERSAS RELATIVAS àS PRESTAçõES | INCLUSãO DE DEPENDENTE ",2
SE,"DIREITO PREVIDENCIÁRIO | DISPOSIçõES DIVERSAS RELATIVAS àS PRESTAçõES | LIMITE DE RENDA FAMILIAR ",2
SE,"DIREITO PREVIDENCIÁRIO | PEDIDOS GENéRICOS RELATIVOS AOS BENEFíCIOS EM ESPéCIE ",7
SE,"DIREITO PREVIDENCIÁRIO | PEDIDOS GENéRICOS RELATIVOS AOS BENEFíCIOS EM ESPéCIE | CONCESSãO ",3
SE,"DIREITO PREVIDENCIÁRIO | PEDIDOS GENéRICOS RELATIVOS AOS BENEFíCIOS EM ESPéCIE | CUMULAçãO ",3
SE,"DIREITO PREVIDENCIÁRIO | PEDIDOS GENéRICOS RELATIVOS AOS BENEFíCIOS EM ESPéCIE | PARCELAS DE BENEFíCIO NãO PAGAS ",1
SE,"DIREITO PREVIDENCIÁRIO | PEDIDOS GENéRICOS RELATIVOS AOS BENEFíCIOS EM ESPéCIE | RESTABELECIMENTO ",4
SE,"DIREITO PREVIDENCIÁRIO | PEDIDOS GENéRICOS RELATIVOS AOS BENEFíCIOS EM ESPéCIE | REVISãO ",236
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS ",10
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | REAJUSTES E REVISõES ESPECíFICOS ",382
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | REAJUSTES E REVISõES ESPECíFICOS | APLICAçãO DE COEFICIENTE DE CáLCULO DIVERSO DO FIXADO NA LEI N.º 8.213/91 ",5
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | REAJUSTES E REVISõES ESPECíFICOS | ART. 58 ADCT DA CF/88 ",4
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | REAJUSTES E REVISõES ESPECíFICOS | CORREçãO MONETáRIA DE BENEFíCIO PAGO COM ATRASO ",2
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | REAJUSTES E REVISõES ESPECíFICOS | DESCONTOS DOS BENEFíCIOS ",1
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | REAJUSTES E REVISõES ESPECíFICOS | EXPURGOS INFLACIONáRIOS SOBRE OS BENEFíCIOS ",1
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | REAJUSTES E REVISõES ESPECíFICOS | MANUTENçãO DO BENEFíCIO PELA EQUIVALêNCIA SALARIAL ",4
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | RMI - RENDA MENSAL INICIAL ",15
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | RMI - RENDA MENSAL INICIAL | ALTERAçãO DO COEFICIENTE DE CáLCULO DE PENSãO ",21
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | RMI - RENDA MENSAL INICIAL | ALTERAçãO DO COEFICIENTE DE CáLCULO DO BENEFíCIO ",2
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | RMI - RENDA MENSAL INICIAL | CáLCULO DO FATOR PREVIDENCIáRIO - LEI 9.876/99 ",1
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | RMI - RENDA MENSAL INICIAL | IRSM DE FEVEREIRO DE 1994(39,67%) ",1
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | RMI - RENDA MENSAL INICIAL | LIMITAçãO DO SALáRIO-DE-BENEFíCIO E DA RENDA MENSAL INICIAL ",5
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | RMI - RENDA MENSAL INICIAL | PARCELAS E íNDICES DE CORREçãO DO SALáRIO-DE-CONTRIBUIçãO ",16
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | RMI - RENDA MENSAL INICIAL | RMI DA PENSãO DE DEPENDENTE DE EX-COMBATENTE ",3
SE,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | RMI - RENDA MENSAL INICIAL | RMI SEM INCIDêNCIA DE TETO LIMITADOR ",16
SE,"DIREITO PREVIDENCIÁRIO | TEMPO DE SERVIçO ",2
SE,"DIREITO PREVIDENCIÁRIO | TEMPO DE SERVIçO | AVERBAçãO/CôMPUTO DE TEMPO DE SERVIçO RURAL (EMPREGADO/EMPREGADOR) ",6
SE,"DIREITO PREVIDENCIÁRIO | TEMPO DE SERVIçO | AVERBAçãO/CôMPUTO/CONVERSãO DE TEMPO DE SERVIçO ESPECIAL ",38
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES |  SUBSTITUIçãO PROCESSUAL ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | ASSISTêNCIA JUDICIáRIA GRATUITA ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | HONORáRIOS PERICIAIS ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | INTERVENçãO DE TERCEIROS  ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | LITIGâNCIA DE Má-Fé ",23
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | LITISCONSóRCIO E ASSISTêNCIA ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | PROCURAçãO / MANDATO ",3
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | REPRESENTAçãO EM JUíZO ",3
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | SUBSTITUIçãO DA PARTE ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | SUCUMBêNCIA  | CUSTAS ",5
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | SUCUMBêNCIA  | HONORáRIOS ADVOCATíCIOS ",26
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | SUCUMBêNCIA  | HONORáRIOS ADVOCATíCIOS EM EXECUçãO CONTRA A FAZENDA PúBLICA ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS |  PRAZO ",8
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE ",84
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENáRIO ",44
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | VALOR DA CAUSA ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO ",14
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO |  SUSPENSãO DO PROCESSO ",3
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO | EXTINçãO DO PROCESSO SEM RESOLUçãO DE MéRITO ",6
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO | EXTINçãO DO PROCESSO SEM RESOLUçãO DE MéRITO | ADEQUAçãO DA AçãO / PROCEDIMENTO ",38
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO | EXTINçãO DO PROCESSO SEM RESOLUçãO DE MéRITO | INTERESSE PROCESSUAL ",12
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO | EXTINçãO DO PROCESSO SEM RESOLUçãO DE MéRITO | LEGITIMIDADE PARA A CAUSA ",55
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO | EXTINçãO DO PROCESSO SEM RESOLUçãO DE MéRITO | LEGITIMIDADE PARA A CAUSA | LEGITIMIDADE PARA PROPOSITURA DE AçãO CIVIL PúBLICA ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA ",44
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA | COMPETêNCIA  ",241
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA | COMPETêNCIA  | COMPETêNCIA DA JUSTIçA DO TRABALHO ",9
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA | COMPETêNCIA  | COMPETêNCIA DA JUSTIçA ESTADUAL ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA | COMPETêNCIA  | COMPETêNCIA DA JUSTIçA FEDERAL ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA | COMPETêNCIA  | COMPETêNCIA DOS JUIZADOS ESPECIAIS ",5
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA | COMPETêNCIA  | COMPETêNCIA POR PRERROGATIVA DE FUNçãO ",106
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA | IMUNIDADE DE JURISDIçãO ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA ",37
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | CAUSAS SUPERVENIENTES à SENTENçA ",3
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | CONSTRIçãO / PENHORA / AVALIAçãO / INDISPONIBILIDADE DE BENS ",37
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | EFEITO SUSPENSIVO / IMPUGNAçãO / EMBARGOS à EXECUçãO ",32
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | EXCEçãO DE PRé-EXECUTIVIDADE ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | EXECUçãO PREVIDENCIáRIA ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | EXECUçãO PROVISóRIA ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | EXPROPRIAçãO DE BENS ",5
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | EXTINçãO DA EXECUçãO ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | INEXIGIBILIDADE DO TíTULO ",5
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | LEVANTAMENTO DE VALOR ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | MULTA COMINATóRIA / ASTREINTES ",7
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | MULTA DE 10% ",5
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | OBRIGAçãO DE ENTREGAR | BUSCA E APREENSãO ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | OBRIGAçãO DE ENTREGAR | IMISSãO NA POSSE ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | OBRIGAçãO DE FAZER ",8
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | PRECATóRIO ",12
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | PRECATóRIO | FRACIONAMENTO ",7
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | PRECATóRIO | SEQUESTRO DE VERBAS PúBLICAS ",7
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | PRISãO CIVIL ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | PRISãO CIVIL | ALIENAçãO FIDUCIáRIA ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | PRISãO CIVIL | DEPOSITáRIO INFIEL ",5
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | REMIçãO ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | REQUISIçãO DE PEQUENO VALOR - RPV ",10
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | SUCESSãO ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | VALOR DA EXECUçãO / CáLCULO / ATUALIZAçãO ",66
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | VALOR DA EXECUçãO / CáLCULO / ATUALIZAçãO | CORREçãO MONETáRIA ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | VALOR DA EXECUçãO / CáLCULO / ATUALIZAçãO | JUROS ",15
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | VALOR DA EXECUçãO / CáLCULO / ATUALIZAçãO | TAXA SELIC ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | MEDIDA CAUTELAR | LIMINAR  ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | MINISTéRIO PúBLICO ",12
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ÓRGãOS JUDICIáRIOS E AUXILIARES DA JUSTIçA | DO JUIZ ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ÓRGãOS JUDICIáRIOS E AUXILIARES DA JUSTIçA | DO JUIZ | SUSPEIçãO ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ÓRGãOS JUDICIáRIOS E AUXILIARES DA JUSTIçA | DOS AUXILIARES DA JUSTIçA ",2
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO ",8
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | ANTECIPAçãO DE TUTELA / TUTELA ESPECíFICA ",15
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | ERRO DE PROCEDIMENTO ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | PROVAS ",34
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | PROVAS | DEPOIMENTO ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | REVELIA  ",3
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | VíCIOS FORMAIS DA SENTENçA ",1
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO ",39
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO |  CABIMENTO ",173
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO | EFEITOS ",18
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO | PREPARO / DESERçãO ",30
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO | REGULARIDADE FORMAL ",10
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO | SOBRESTAMENTO ",3
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO | TEMPESTIVIDADE ",4
SE,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO | TEMPESTIVIDADE | PROTOCOLO INTEGRADO / DESCENTRALIZADO ",1
SE,"DIREITO PROCESSUAL PENAL",2
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL ",2
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | EXCESSO DE PRAZO PARA INSTRUçãO / JULGAMENTO ",57
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE ",47
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE | AUSêNCIA DE FUNDAMENTAçãO ",27
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE | CERCEAMENTO DE DEFESA ",18
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE | QUESITOS ",1
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE | VíCIO FORMAL DO JULGAMENTO ",5
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | PRISãO DECORRENTE DE SENTENçA CONDENATóRIA ",2
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | PROVAS ",11
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | PROVAS | PROVA ILíCITA ",6
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | SUSPENSãO ",10
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | SUSPENSãO | CONDICIONAL DO PROCESSO ",2
SE,"DIREITO PROCESSUAL PENAL | AçãO PENAL | TRANCAMENTO ",5
SE,"DIREITO PROCESSUAL PENAL | COMPETêNCIA ",21
SE,"DIREITO PROCESSUAL PENAL | COMPETêNCIA | DESAFORAMENTO ",1
SE,"DIREITO PROCESSUAL PENAL | DENúNCIA/QUEIXA ",15
SE,"DIREITO PROCESSUAL PENAL | DENúNCIA/QUEIXA | DESCLASSIFICAçãO ",2
SE,"DIREITO PROCESSUAL PENAL | DENúNCIA/QUEIXA | RECEBIMENTO ",7
SE,"DIREITO PROCESSUAL PENAL | EXECUçãO PENAL ",3
SE,"DIREITO PROCESSUAL PENAL | EXECUçãO PENAL | MEDIDAS DE SEGURANçA | TRATAMENTO AMBULATORIAL ",1
SE,"DIREITO PROCESSUAL PENAL | EXECUçãO PENAL | PENA PRIVATIVA DE LIBERDADE ",2
SE,"DIREITO PROCESSUAL PENAL | EXECUçãO PENAL | PENA PRIVATIVA DE LIBERDADE | LIVRAMENTO CONDICIONAL ",1
SE,"DIREITO PROCESSUAL PENAL | EXECUçãO PENAL | PENA PRIVATIVA DE LIBERDADE | PROGRESSãO DE REGIME ",2
SE,"DIREITO PROCESSUAL PENAL | EXECUçãO PENAL | PENA PRIVATIVA DE LIBERDADE | PROGRESSãO DE REGIME | CRIMES HEDIONDOS ",2
SE,"DIREITO PROCESSUAL PENAL | INVESTIGAçãO PENAL ",3
SE,"DIREITO PROCESSUAL PENAL | INVESTIGAçãO PENAL | COMPETêNCIA DO MP ",2
SE,"DIREITO PROCESSUAL PENAL | INVESTIGAçãO PENAL | TRANCAMENTO ",2
SE,"DIREITO PROCESSUAL PENAL | LIBERDADE PROVISóRIA ",11
SE,"DIREITO PROCESSUAL PENAL | MEDIDAS ASSECURATóRIAS ",1
SE,"DIREITO PROCESSUAL PENAL | PRISãO DOMICILIAR / ESPECIAL ",2
SE,"DIREITO PROCESSUAL PENAL | PRISãO EM FLAGRANTE ",2
SE,"DIREITO PROCESSUAL PENAL | PRISãO PREVENTIVA ",18
SE,"DIREITO PROCESSUAL PENAL | PRISãO PREVENTIVA | REVOGAçãO ",57
SE,"DIREITO PROCESSUAL PENAL | RECURSO ",2
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES CORPORATIVAS | CONSELHOS REGIONAIS E AFINS (ANUIDADE) ",4
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES CORPORATIVAS | CONTRIBUIçãO SINDICAL ",8
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES CORPORATIVAS | CONTRIBUIçãO SINDICAL RURAL ",1
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES CORPORATIVAS | CONTRIBUIçõES PARA O SEBRAE, SESC, SENAC, SENAI E OUTROS ",2
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES ESPECIAIS | FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIçO ",8
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES ESPECIAIS | FUSEX/FUNSA/FUSMA/FUNDO DE SAúDE DAS FORçAS ARMADAS ",8
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES PREVIDENCIáRIAS ",44
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES PREVIDENCIáRIAS | 1/3 DE FéRIAS ",29
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES PREVIDENCIáRIAS | CARGO EM COMISSãO ",1
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES PREVIDENCIáRIAS | CONTRIBUIçãO SOBRE A FOLHA DE SALáRIOS ",25
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES PREVIDENCIáRIAS | CUSTEIO DE ASSISTêNCIA MéDICA ",1
SE,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES PREVIDENCIáRIAS | DEVOLUçãO DE CONTRIBUIçõES PREVIDENCIáRIAS PAGAS ALéM DO TETO ",1
