DSC_PROCEDENCIA,year(dat_autuacao),DSC_CLASSE,count(PROCESSO.SEQ_OBJETO_INCIDENTE)
CEARÁ,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",5
CEARÁ,2010,"AÇÃO RESCISÓRIA",2
CEARÁ,2010,"AGRAVO DE INSTRUMENTO",622
CEARÁ,2010,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",3
CEARÁ,2010,"HABEAS CORPUS",247
CEARÁ,2010,INQUÉRITO,18
CEARÁ,2010,"MANDADO DE SEGURANÇA",9
CEARÁ,2010,RECLAMAÇÃO,557
CEARÁ,2010,"RECURSO EXTRAORDINÁRIO",288
CEARÁ,2010,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
CEARÁ,2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",2
CEARÁ,2010,"SUSPENSÃO DE LIMINAR",12
CEARÁ,2010,"SUSPENSÃO DE SEGURANÇA",11
CEARÁ,2010,"SUSPENSÃO DE TUTELA ANTECIPADA",12
CEARÁ,2011,"AÇÃO CAUTELAR",4
CEARÁ,2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",7
CEARÁ,2011,"AGRAVO DE INSTRUMENTO",279
CEARÁ,2011,"HABEAS CORPUS",76
CEARÁ,2011,INQUÉRITO,8
CEARÁ,2011,"MANDADO DE SEGURANÇA",7
CEARÁ,2011,RECLAMAÇÃO,115
CEARÁ,2011,"RECURSO EXTRAORDINÁRIO",110
CEARÁ,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",49
CEARÁ,2011,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
CEARÁ,2011,"SUSPENSÃO DE LIMINAR",3
CEARÁ,2011,"SUSPENSÃO DE SEGURANÇA",2
CEARÁ,2011,"SUSPENSÃO DE TUTELA ANTECIPADA",2
"DISTRITO FEDERAL",2006,"AÇÃO CAUTELAR",40
"DISTRITO FEDERAL",2006,"AÇÃO CÍVEL ORIGINÁRIA",14
"DISTRITO FEDERAL",2006,"AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE",3
"DISTRITO FEDERAL",2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",55
"DISTRITO FEDERAL",2006,"AÇÃO ORIGINÁRIA",4
"DISTRITO FEDERAL",2006,"AÇÃO PENAL",3
"DISTRITO FEDERAL",2006,"AÇÃO RESCISÓRIA",3
"DISTRITO FEDERAL",2006,"AGRAVO DE INSTRUMENTO",2495
"DISTRITO FEDERAL",2006,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",8
"DISTRITO FEDERAL",2006,"CONFLITO DE COMPETÊNCIA",2
"DISTRITO FEDERAL",2006,"HABEAS CORPUS",131
"DISTRITO FEDERAL",2006,"HABEAS DATA",2
"DISTRITO FEDERAL",2006,INQUÉRITO,9
"DISTRITO FEDERAL",2006,"MANDADO DE INJUNÇÃO",13
"DISTRITO FEDERAL",2006,"MANDADO DE SEGURANÇA",375
"DISTRITO FEDERAL",2006,PETIÇÃO,48
"DISTRITO FEDERAL",2006,RECLAMAÇÃO,37
"DISTRITO FEDERAL",2006,"RECURSO EXTRAORDINÁRIO",1180
"DISTRITO FEDERAL",2006,"RECURSO ORD. EM MANDADO DE SEGURANÇA",70
"DISTRITO FEDERAL",2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",120
"DISTRITO FEDERAL",2006,"SUSPENSÃO DE LIMINAR",5
"DISTRITO FEDERAL",2006,"SUSPENSÃO DE SEGURANÇA",11
"DISTRITO FEDERAL",2006,"SUSPENSÃO DE TUTELA ANTECIPADA",1
"DISTRITO FEDERAL",2007,"AÇÃO CAUTELAR",46
"DISTRITO FEDERAL",2007,"AÇÃO CÍVEL ORIGINÁRIA",16
"DISTRITO FEDERAL",2007,"AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE",5
"DISTRITO FEDERAL",2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",77
"DISTRITO FEDERAL",2007,"AÇÃO ORIGINÁRIA",5
"DISTRITO FEDERAL",2007,"AÇÃO ORIGINÁRIA ESPECIAL",3
"DISTRITO FEDERAL",2007,"AÇÃO PENAL",4
"DISTRITO FEDERAL",2007,"AÇÃO RESCISÓRIA",9
"DISTRITO FEDERAL",2007,"AGRAVO DE INSTRUMENTO",3200
"DISTRITO FEDERAL",2007,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",13
"DISTRITO FEDERAL",2007,"ARGÜIÇÃO DE SUSPEIÇÃO",1
"DISTRITO FEDERAL",2007,"CONFLITO DE COMPETÊNCIA",4
"DISTRITO FEDERAL",2007,"HABEAS CORPUS",95
"DISTRITO FEDERAL",2007,INQUÉRITO,10
"DISTRITO FEDERAL",2007,"MANDADO DE INJUNÇÃO",41
"DISTRITO FEDERAL",2007,"MANDADO DE SEGURANÇA",555
"DISTRITO FEDERAL",2007,PETIÇÃO,75
"DISTRITO FEDERAL",2007,RECLAMAÇÃO,62
"DISTRITO FEDERAL",2007,"RECURSO EXTRAORDINÁRIO",1762
"DISTRITO FEDERAL",2007,"RECURSO ORD. EM MANDADO DE SEGURANÇA",85
"DISTRITO FEDERAL",2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",9
"DISTRITO FEDERAL",2007,"RECURSO ORDINÁRIO EM MANDADO DE INJUNÇÃO",1
"DISTRITO FEDERAL",2007,"SUSPENSÃO DE LIMINAR",3
"DISTRITO FEDERAL",2007,"SUSPENSÃO DE SEGURANÇA",3
"DISTRITO FEDERAL",2007,"SUSPENSÃO DE TUTELA ANTECIPADA",4
"DISTRITO FEDERAL",2008,"AÇÃO CAUTELAR",28
"DISTRITO FEDERAL",2008,"AÇÃO CÍVEL ORIGINÁRIA",27
"DISTRITO FEDERAL",2008,"AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE",2
"DISTRITO FEDERAL",2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",98
"DISTRITO FEDERAL",2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO",3
"DISTRITO FEDERAL",2008,"AÇÃO ORIGINÁRIA",2
"DISTRITO FEDERAL",2008,"AÇÃO ORIGINÁRIA ESPECIAL",1
"DISTRITO FEDERAL",2008,"AÇÃO PENAL",1
"DISTRITO FEDERAL",2008,"AÇÃO RESCISÓRIA",3
"DISTRITO FEDERAL",2008,"AGRAVO DE INSTRUMENTO",1505
"DISTRITO FEDERAL",2008,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",21
"DISTRITO FEDERAL",2008,"ARGÜIÇÃO DE SUSPEIÇÃO",5
"DISTRITO FEDERAL",2008,"CONFLITO DE COMPETÊNCIA",2
"DISTRITO FEDERAL",2008,"HABEAS CORPUS",112
"DISTRITO FEDERAL",2008,"HABEAS DATA",4
"DISTRITO FEDERAL",2008,INQUÉRITO,16
"DISTRITO FEDERAL",2008,"MANDADO DE INJUNÇÃO",126
"DISTRITO FEDERAL",2008,"MANDADO DE SEGURANÇA",536
"DISTRITO FEDERAL",2008,PETIÇÃO,23
"DISTRITO FEDERAL",2008,"PROPOSTA DE SÚMULA VINCULANTE",11
"DISTRITO FEDERAL",2008,RECLAMAÇÃO,89
"DISTRITO FEDERAL",2008,"RECURSO EXTRAORDINÁRIO",932
"DISTRITO FEDERAL",2008,"RECURSO ORD. EM MANDADO DE SEGURANÇA",83
"DISTRITO FEDERAL",2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",6
"DISTRITO FEDERAL",2008,"SUSPENSÃO DE SEGURANÇA",5
"DISTRITO FEDERAL",2008,"SUSPENSÃO DE TUTELA ANTECIPADA",16
"DISTRITO FEDERAL",2009,"AÇÃO CAUTELAR",46
"DISTRITO FEDERAL",2009,"AÇÃO CÍVEL ORIGINÁRIA",18
"DISTRITO FEDERAL",2009,"AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE",3
"DISTRITO FEDERAL",2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",77
"DISTRITO FEDERAL",2009,"AÇÃO ORIGINÁRIA",7
"DISTRITO FEDERAL",2009,"AÇÃO ORIGINÁRIA ESPECIAL",1
"DISTRITO FEDERAL",2009,"AÇÃO PENAL",5
"DISTRITO FEDERAL",2009,"AÇÃO RESCISÓRIA",3
"DISTRITO FEDERAL",2009,"AGRAVO DE INSTRUMENTO",2098
"DISTRITO FEDERAL",2009,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",23
"DISTRITO FEDERAL",2009,"ARGÜIÇÃO DE IMPEDIMENTO",2
"DISTRITO FEDERAL",2009,"ARGÜIÇÃO DE SUSPEIÇÃO",1
"DISTRITO FEDERAL",2009,"CONFLITO DE COMPETÊNCIA",1
"DISTRITO FEDERAL",2009,"HABEAS CORPUS",165
"DISTRITO FEDERAL",2009,"HABEAS DATA",2
"DISTRITO FEDERAL",2009,INQUÉRITO,19
"DISTRITO FEDERAL",2009,"MANDADO DE INJUNÇÃO",1356
"DISTRITO FEDERAL",2009,"MANDADO DE SEGURANÇA",579
"DISTRITO FEDERAL",2009,PETIÇÃO,38
"DISTRITO FEDERAL",2009,"PROPOSTA DE SÚMULA VINCULANTE",37
"DISTRITO FEDERAL",2009,RECLAMAÇÃO,157
"DISTRITO FEDERAL",2009,"RECURSO EXTRAORDINÁRIO",775
"DISTRITO FEDERAL",2009,"RECURSO ORD. EM MANDADO DE SEGURANÇA",115
"DISTRITO FEDERAL",2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",16
"DISTRITO FEDERAL",2009,"SUSPENSÃO DE SEGURANÇA",8
"DISTRITO FEDERAL",2009,"SUSPENSÃO DE TUTELA ANTECIPADA",14
"DISTRITO FEDERAL",2010,"AÇÃO CAUTELAR",57
"DISTRITO FEDERAL",2010,"AÇÃO CÍVEL ORIGINÁRIA",21
"DISTRITO FEDERAL",2010,"AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE",3
"DISTRITO FEDERAL",2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",65
"DISTRITO FEDERAL",2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO",6
"DISTRITO FEDERAL",2010,"AÇÃO ORIGINÁRIA",13
"DISTRITO FEDERAL",2010,"AÇÃO ORIGINÁRIA ESPECIAL",1
"DISTRITO FEDERAL",2010,"AÇÃO PENAL",2
"DISTRITO FEDERAL",2010,"AÇÃO RESCISÓRIA",5
"DISTRITO FEDERAL",2010,"AGRAVO DE INSTRUMENTO",2182
"DISTRITO FEDERAL",2010,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",7
"DISTRITO FEDERAL",2010,"ARGÜIÇÃO DE IMPEDIMENTO",2
"DISTRITO FEDERAL",2010,"ARGÜIÇÃO DE SUSPEIÇÃO",4
"DISTRITO FEDERAL",2010,"CONFLITO DE COMPETÊNCIA",6
"DISTRITO FEDERAL",2010,EXTRADIÇÃO,1
"DISTRITO FEDERAL",2010,"HABEAS CORPUS",358
"DISTRITO FEDERAL",2010,"HABEAS DATA",2
"DISTRITO FEDERAL",2010,INQUÉRITO,21
"DISTRITO FEDERAL",2010,"INTERVENÇÃO FEDERAL",2
"DISTRITO FEDERAL",2010,"MANDADO DE INJUNÇÃO",1243
"DISTRITO FEDERAL",2010,"MANDADO DE SEGURANÇA",2360
"DISTRITO FEDERAL",2010,PETIÇÃO,38
"DISTRITO FEDERAL",2010,"PROPOSTA DE SÚMULA VINCULANTE",5
"DISTRITO FEDERAL",2010,RECLAMAÇÃO,153
"DISTRITO FEDERAL",2010,"RECURSO EXTRAORDINÁRIO",3675
"DISTRITO FEDERAL",2010,"RECURSO ORD. EM MANDADO DE SEGURANÇA",119
"DISTRITO FEDERAL",2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",132
"DISTRITO FEDERAL",2010,"RECURSO ORDINÁRIO EM MANDADO DE INJUNÇÃO",1
"DISTRITO FEDERAL",2010,"REVISÃO CRIMINAL",1
"DISTRITO FEDERAL",2010,"SUSPENSÃO DE LIMINAR",20
"DISTRITO FEDERAL",2010,"SUSPENSÃO DE SEGURANÇA",20
"DISTRITO FEDERAL",2010,"SUSPENSÃO DE TUTELA ANTECIPADA",8
"DISTRITO FEDERAL",2011,"AÇÃO CAUTELAR",20
"DISTRITO FEDERAL",2011,"AÇÃO CÍVEL ORIGINÁRIA",34
"DISTRITO FEDERAL",2011,"AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE",3
"DISTRITO FEDERAL",2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",30
"DISTRITO FEDERAL",2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO",1
"DISTRITO FEDERAL",2011,"AÇÃO ORIGINÁRIA",4
"DISTRITO FEDERAL",2011,"AÇÃO ORIGINÁRIA ESPECIAL",2
"DISTRITO FEDERAL",2011,"AÇÃO PENAL",3
"DISTRITO FEDERAL",2011,"AÇÃO RESCISÓRIA",6
"DISTRITO FEDERAL",2011,"AGRAVO DE INSTRUMENTO",878
"DISTRITO FEDERAL",2011,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",5
"DISTRITO FEDERAL",2011,COMUNICAÇÃO,1
"DISTRITO FEDERAL",2011,"CONFLITO DE COMPETÊNCIA",6
"DISTRITO FEDERAL",2011,"HABEAS CORPUS",159
"DISTRITO FEDERAL",2011,INQUÉRITO,16
"DISTRITO FEDERAL",2011,"MANDADO DE INJUNÇÃO",288
"DISTRITO FEDERAL",2011,"MANDADO DE SEGURANÇA",411
"DISTRITO FEDERAL",2011,PETIÇÃO,9
"DISTRITO FEDERAL",2011,"PROPOSTA DE SÚMULA VINCULANTE",4
"DISTRITO FEDERAL",2011,RECLAMAÇÃO,93
"DISTRITO FEDERAL",2011,"RECURSO EXTRAORDINÁRIO",2433
"DISTRITO FEDERAL",2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",721
"DISTRITO FEDERAL",2011,"RECURSO ORD. EM MANDADO DE SEGURANÇA",69
"DISTRITO FEDERAL",2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",115
"DISTRITO FEDERAL",2011,"SUSPENSÃO DE LIMINAR",20
"DISTRITO FEDERAL",2011,"SUSPENSÃO DE SEGURANÇA",11
"DISTRITO FEDERAL",2011,"SUSPENSÃO DE TUTELA ANTECIPADA",1
"ESPÍRITO SANTO",2006,"AÇÃO CAUTELAR",15
"ESPÍRITO SANTO",2006,"AÇÃO CÍVEL ORIGINÁRIA",1
"ESPÍRITO SANTO",2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",8
"ESPÍRITO SANTO",2006,"AÇÃO ORIGINÁRIA",2
"ESPÍRITO SANTO",2006,"AÇÃO RESCISÓRIA",2
"ESPÍRITO SANTO",2006,"AGRAVO DE INSTRUMENTO",684
"ESPÍRITO SANTO",2006,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
"ESPÍRITO SANTO",2006,"HABEAS CORPUS",28
"ESPÍRITO SANTO",2006,INQUÉRITO,1
"ESPÍRITO SANTO",2006,"INTERVENÇÃO FEDERAL",1
"ESPÍRITO SANTO",2006,"MANDADO DE SEGURANÇA",2
"ESPÍRITO SANTO",2006,PETIÇÃO,1
"ESPÍRITO SANTO",2006,RECLAMAÇÃO,36
"ESPÍRITO SANTO",2006,"RECURSO EXTRAORDINÁRIO",587
"ESPÍRITO SANTO",2006,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
"ESPÍRITO SANTO",2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
"ESPÍRITO SANTO",2006,"SUSPENSÃO DE LIMINAR",1
"ESPÍRITO SANTO",2006,"SUSPENSÃO DE SEGURANÇA",1
"ESPÍRITO SANTO",2006,"SUSPENSÃO DE TUTELA ANTECIPADA",2
"ESPÍRITO SANTO",2007,"AÇÃO CAUTELAR",5
"ESPÍRITO SANTO",2007,"AÇÃO CÍVEL ORIGINÁRIA",5
"ESPÍRITO SANTO",2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
"ESPÍRITO SANTO",2007,"AÇÃO ORIGINÁRIA",4
"ESPÍRITO SANTO",2007,"AÇÃO RESCISÓRIA",1
"ESPÍRITO SANTO",2007,"AGRAVO DE INSTRUMENTO",634
"ESPÍRITO SANTO",2007,"HABEAS CORPUS",27
"ESPÍRITO SANTO",2007,INQUÉRITO,1
"ESPÍRITO SANTO",2007,"MANDADO DE SEGURANÇA",1
"ESPÍRITO SANTO",2007,PETIÇÃO,4
"ESPÍRITO SANTO",2007,RECLAMAÇÃO,26
"ESPÍRITO SANTO",2007,"RECURSO EXTRAORDINÁRIO",475
"ESPÍRITO SANTO",2007,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
"ESPÍRITO SANTO",2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
"ESPÍRITO SANTO",2007,"SUSPENSÃO DE SEGURANÇA",1
"ESPÍRITO SANTO",2008,"AÇÃO CAUTELAR",17
"ESPÍRITO SANTO",2008,"AÇÃO CÍVEL ORIGINÁRIA",3
"ESPÍRITO SANTO",2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
"ESPÍRITO SANTO",2008,"AÇÃO ORIGINÁRIA",1
"ESPÍRITO SANTO",2008,"AGRAVO DE INSTRUMENTO",589
"ESPÍRITO SANTO",2008,"CONFLITO DE COMPETÊNCIA",1
"ESPÍRITO SANTO",2008,"HABEAS CORPUS",61
"ESPÍRITO SANTO",2008,INQUÉRITO,1
"ESPÍRITO SANTO",2008,PETIÇÃO,4
"ESPÍRITO SANTO",2008,RECLAMAÇÃO,55
"ESPÍRITO SANTO",2008,"RECURSO EXTRAORDINÁRIO",395
"ESPÍRITO SANTO",2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",2
"ESPÍRITO SANTO",2008,"SUSPENSÃO DE LIMINAR",1
"ESPÍRITO SANTO",2009,"AÇÃO CAUTELAR",6
"ESPÍRITO SANTO",2009,"AÇÃO CÍVEL ORIGINÁRIA",10
"ESPÍRITO SANTO",2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
"ESPÍRITO SANTO",2009,"AÇÃO ORIGINÁRIA",3
"ESPÍRITO SANTO",2009,"AÇÃO RESCISÓRIA",2
"ESPÍRITO SANTO",2009,"AGRAVO DE INSTRUMENTO",601
"ESPÍRITO SANTO",2009,"CONFLITO DE COMPETÊNCIA",1
"ESPÍRITO SANTO",2009,"HABEAS CORPUS",137
"ESPÍRITO SANTO",2009,INQUÉRITO,1
"ESPÍRITO SANTO",2009,"MANDADO DE INJUNÇÃO",1
"ESPÍRITO SANTO",2009,"MANDADO DE SEGURANÇA",9
"ESPÍRITO SANTO",2009,PETIÇÃO,2
"ESPÍRITO SANTO",2009,RECLAMAÇÃO,32
"ESPÍRITO SANTO",2009,"RECURSO EXTRAORDINÁRIO",193
"ESPÍRITO SANTO",2009,"SUSPENSÃO DE SEGURANÇA",2
"ESPÍRITO SANTO",2010,"AÇÃO CÍVEL ORIGINÁRIA",15
"ESPÍRITO SANTO",2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
"ESPÍRITO SANTO",2010,"AÇÃO ORIGINÁRIA",2
"ESPÍRITO SANTO",2010,"AGRAVO DE INSTRUMENTO",1518
"ESPÍRITO SANTO",2010,"HABEAS CORPUS",308
"ESPÍRITO SANTO",2010,INQUÉRITO,7
"ESPÍRITO SANTO",2010,"MANDADO DE SEGURANÇA",12
"ESPÍRITO SANTO",2010,PETIÇÃO,5
"ESPÍRITO SANTO",2010,RECLAMAÇÃO,53
"ESPÍRITO SANTO",2010,"RECURSO EXTRAORDINÁRIO",422
"ESPÍRITO SANTO",2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",8
"ESPÍRITO SANTO",2010,"SUSPENSÃO DE LIMINAR",1
"ESPÍRITO SANTO",2010,"SUSPENSÃO DE SEGURANÇA",13
"ESPÍRITO SANTO",2010,"SUSPENSÃO DE TUTELA ANTECIPADA",3
"ESPÍRITO SANTO",2011,"AÇÃO CÍVEL ORIGINÁRIA",5
"ESPÍRITO SANTO",2011,"AÇÃO ORIGINÁRIA ESPECIAL",1
"ESPÍRITO SANTO",2011,"AÇÃO PENAL",3
"ESPÍRITO SANTO",2011,"AÇÃO RESCISÓRIA",2
"ESPÍRITO SANTO",2011,"AGRAVO DE INSTRUMENTO",308
"ESPÍRITO SANTO",2011,"HABEAS CORPUS",123
"ESPÍRITO SANTO",2011,INQUÉRITO,3
"ESPÍRITO SANTO",2011,"MANDADO DE SEGURANÇA",9
"ESPÍRITO SANTO",2011,RECLAMAÇÃO,19
"ESPÍRITO SANTO",2011,"RECURSO EXTRAORDINÁRIO",88
"ESPÍRITO SANTO",2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",270
"ESPÍRITO SANTO",2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",10
GOIÁS,2006,"AÇÃO CAUTELAR",8
GOIÁS,2006,"AÇÃO CÍVEL ORIGINÁRIA",4
GOIÁS,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
GOIÁS,2006,"AÇÃO ORIGINÁRIA",1
GOIÁS,2006,"AÇÃO PENAL",1
GOIÁS,2006,"AÇÃO RESCISÓRIA",2
GOIÁS,2006,"AGRAVO DE INSTRUMENTO",1358
GOIÁS,2006,"HABEAS CORPUS",96
GOIÁS,2006,"INTERVENÇÃO FEDERAL",1
GOIÁS,2006,"MANDADO DE SEGURANÇA",2
GOIÁS,2006,PETIÇÃO,13
GOIÁS,2006,RECLAMAÇÃO,27
GOIÁS,2006,"RECURSO EXTRAORDINÁRIO",957
GOIÁS,2006,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
GOIÁS,2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",8
GOIÁS,2006,"SUSPENSÃO DE LIMINAR",2
GOIÁS,2006,"SUSPENSÃO DE SEGURANÇA",4
GOIÁS,2006,"SUSPENSÃO DE TUTELA ANTECIPADA",2
GOIÁS,2007,"AÇÃO CAUTELAR",2
GOIÁS,2007,"AÇÃO CÍVEL ORIGINÁRIA",3
GOIÁS,2007,"AGRAVO DE INSTRUMENTO",732
GOIÁS,2007,"HABEAS CORPUS",63
GOIÁS,2007,INQUÉRITO,4
GOIÁS,2007,"MANDADO DE SEGURANÇA",5
GOIÁS,2007,PETIÇÃO,10
GOIÁS,2007,RECLAMAÇÃO,49
GOIÁS,2007,"RECURSO EXTRAORDINÁRIO",613
GOIÁS,2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",4
GOIÁS,2007,"SUSPENSÃO DE LIMINAR",10
GOIÁS,2007,"SUSPENSÃO DE SEGURANÇA",12
GOIÁS,2007,"SUSPENSÃO DE TUTELA ANTECIPADA",1
GOIÁS,2008,"AÇÃO CAUTELAR",17
GOIÁS,2008,"AÇÃO CÍVEL ORIGINÁRIA",8
GOIÁS,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
GOIÁS,2008,"AÇÃO PENAL",1
GOIÁS,2008,"AGRAVO DE INSTRUMENTO",878
GOIÁS,2008,"HABEAS CORPUS",62
GOIÁS,2008,INQUÉRITO,5
GOIÁS,2008,"INTERVENÇÃO FEDERAL",1
GOIÁS,2008,"MANDADO DE SEGURANÇA",4
GOIÁS,2008,PETIÇÃO,3
GOIÁS,2008,RECLAMAÇÃO,85
GOIÁS,2008,"RECURSO EXTRAORDINÁRIO",209
GOIÁS,2008,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
GOIÁS,2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",4
GOIÁS,2008,"SUSPENSÃO DE LIMINAR",2
GOIÁS,2008,"SUSPENSÃO DE SEGURANÇA",3
GOIÁS,2008,"SUSPENSÃO DE TUTELA ANTECIPADA",1
GOIÁS,2009,"AÇÃO CAUTELAR",2
GOIÁS,2009,"AÇÃO CÍVEL ORIGINÁRIA",4
GOIÁS,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
GOIÁS,2009,"AÇÃO RESCISÓRIA",1
GOIÁS,2009,"AGRAVO DE INSTRUMENTO",741
GOIÁS,2009,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",2
GOIÁS,2009,"HABEAS CORPUS",151
GOIÁS,2009,INQUÉRITO,5
GOIÁS,2009,"INTERVENÇÃO FEDERAL",1
GOIÁS,2009,"MANDADO DE SEGURANÇA",10
GOIÁS,2009,PETIÇÃO,1
GOIÁS,2009,RECLAMAÇÃO,55
GOIÁS,2009,"RECURSO EXTRAORDINÁRIO",174
GOIÁS,2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",3
GOIÁS,2009,"SUSPENSÃO DE LIMINAR",5
GOIÁS,2009,"SUSPENSÃO DE SEGURANÇA",11
GOIÁS,2009,"SUSPENSÃO DE TUTELA ANTECIPADA",2
GOIÁS,2010,"AÇÃO CAUTELAR",10
GOIÁS,2010,"AÇÃO CÍVEL ORIGINÁRIA",12
GOIÁS,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
GOIÁS,2010,"AÇÃO RESCISÓRIA",6
GOIÁS,2010,"AGRAVO DE INSTRUMENTO",1026
GOIÁS,2010,"HABEAS CORPUS",324
GOIÁS,2010,INQUÉRITO,5
GOIÁS,2010,"MANDADO DE SEGURANÇA",31
GOIÁS,2010,PETIÇÃO,4
GOIÁS,2010,RECLAMAÇÃO,85
GOIÁS,2010,"RECURSO EXTRAORDINÁRIO",247
GOIÁS,2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",25
GOIÁS,2010,"SUSPENSÃO DE LIMINAR",3
GOIÁS,2010,"SUSPENSÃO DE SEGURANÇA",11
GOIÁS,2011,"AÇÃO CAUTELAR",9
GOIÁS,2011,"AÇÃO CÍVEL ORIGINÁRIA",4
GOIÁS,2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
GOIÁS,2011,"AÇÃO RESCISÓRIA",2
GOIÁS,2011,"AGRAVO DE INSTRUMENTO",234
GOIÁS,2011,"HABEAS CORPUS",95
GOIÁS,2011,INQUÉRITO,4
GOIÁS,2011,"MANDADO DE INJUNÇÃO",2
GOIÁS,2011,"MANDADO DE SEGURANÇA",7
GOIÁS,2011,RECLAMAÇÃO,40
GOIÁS,2011,"RECURSO EXTRAORDINÁRIO",83
GOIÁS,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",227
GOIÁS,2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",8
GOIÁS,2011,"SUSPENSÃO DE LIMINAR",3
GOIÁS,2011,"SUSPENSÃO DE SEGURANÇA",2
MARANHÃO,2006,"AÇÃO CAUTELAR",6
MARANHÃO,2006,"AÇÃO CÍVEL ORIGINÁRIA",2
MARANHÃO,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
MARANHÃO,2006,"AGRAVO DE INSTRUMENTO",255
MARANHÃO,2006,"CONFLITO DE COMPETÊNCIA",1
MARANHÃO,2006,"HABEAS CORPUS",5
MARANHÃO,2006,"MANDADO DE SEGURANÇA",1
MARANHÃO,2006,PETIÇÃO,7
MARANHÃO,2006,RECLAMAÇÃO,5
MARANHÃO,2006,"RECURSO EXTRAORDINÁRIO",101
MARANHÃO,2006,"SUSPENSÃO DE LIMINAR",1
MARANHÃO,2006,"SUSPENSÃO DE SEGURANÇA",21
MARANHÃO,2006,"SUSPENSÃO DE TUTELA ANTECIPADA",1
