DSC_PROCEDENCIA,year(dat_autuacao),DSC_CLASSE,count(PROCESSO.SEQ_OBJETO_INCIDENTE)
"RIO GRANDE DO SUL",2009,"MANDADO DE INJUNÇÃO",4
"RIO GRANDE DO SUL",2009,"MANDADO DE SEGURANÇA",4
"RIO GRANDE DO SUL",2009,PETIÇÃO,11
"RIO GRANDE DO SUL",2009,RECLAMAÇÃO,321
"RIO GRANDE DO SUL",2009,"RECURSO EXTRAORDINÁRIO",1976
"RIO GRANDE DO SUL",2009,"RECURSO ORD. EM MANDADO DE SEGURANÇA",3
"RIO GRANDE DO SUL",2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",14
"RIO GRANDE DO SUL",2009,"SUSPENSÃO DE LIMINAR",7
"RIO GRANDE DO SUL",2009,"SUSPENSÃO DE SEGURANÇA",4
"RIO GRANDE DO SUL",2009,"SUSPENSÃO DE TUTELA ANTECIPADA",4
"RIO GRANDE DO SUL",2010,"AÇÃO CAUTELAR",41
"RIO GRANDE DO SUL",2010,"AÇÃO CÍVEL ORIGINÁRIA",44
"RIO GRANDE DO SUL",2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
"RIO GRANDE DO SUL",2010,"AÇÃO RESCISÓRIA",5
"RIO GRANDE DO SUL",2010,"AGRAVO DE INSTRUMENTO",14112
"RIO GRANDE DO SUL",2010,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
"RIO GRANDE DO SUL",2010,"CONFLITO DE COMPETÊNCIA",2
"RIO GRANDE DO SUL",2010,"HABEAS CORPUS",1526
"RIO GRANDE DO SUL",2010,INQUÉRITO,2
"RIO GRANDE DO SUL",2010,"INTERVENÇÃO FEDERAL",7
"RIO GRANDE DO SUL",2010,"MANDADO DE SEGURANÇA",21
"RIO GRANDE DO SUL",2010,PETIÇÃO,5
"RIO GRANDE DO SUL",2010,RECLAMAÇÃO,189
"RIO GRANDE DO SUL",2010,"RECURSO EXTRAORDINÁRIO",5127
"RIO GRANDE DO SUL",2010,"RECURSO ORD. EM MANDADO DE SEGURANÇA",5
"RIO GRANDE DO SUL",2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",60
"RIO GRANDE DO SUL",2010,"REVISÃO CRIMINAL",20
"RIO GRANDE DO SUL",2010,"SUSPENSÃO DE LIMINAR",4
"RIO GRANDE DO SUL",2010,"SUSPENSÃO DE SEGURANÇA",2
"RIO GRANDE DO SUL",2010,"SUSPENSÃO DE TUTELA ANTECIPADA",2
"RIO GRANDE DO SUL",2011,"AÇÃO CAUTELAR",33
"RIO GRANDE DO SUL",2011,"AÇÃO CÍVEL ORIGINÁRIA",2
"RIO GRANDE DO SUL",2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
"RIO GRANDE DO SUL",2011,"AÇÃO ORIGINÁRIA",2
"RIO GRANDE DO SUL",2011,"AÇÃO PENAL",2
"RIO GRANDE DO SUL",2011,"AGRAVO DE INSTRUMENTO",4237
"RIO GRANDE DO SUL",2011,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
"RIO GRANDE DO SUL",2011,"CONFLITO DE COMPETÊNCIA",18
"RIO GRANDE DO SUL",2011,"HABEAS CORPUS",656
"RIO GRANDE DO SUL",2011,INQUÉRITO,21
"RIO GRANDE DO SUL",2011,"MANDADO DE INJUNÇÃO",11
"RIO GRANDE DO SUL",2011,"MANDADO DE SEGURANÇA",2
"RIO GRANDE DO SUL",2011,PETIÇÃO,8
"RIO GRANDE DO SUL",2011,RECLAMAÇÃO,101
"RIO GRANDE DO SUL",2011,"RECURSO EXTRAORDINÁRIO",1253
"RIO GRANDE DO SUL",2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",1822
"RIO GRANDE DO SUL",2011,"RECURSO ORD. EM MANDADO DE SEGURANÇA",8
"RIO GRANDE DO SUL",2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",38
"RIO GRANDE DO SUL",2011,"SUSPENSÃO DE LIMINAR",19
"RIO GRANDE DO SUL",2011,"SUSPENSÃO DE SEGURANÇA",1
RONDÔNIA,2006,"AÇÃO CAUTELAR",4
RONDÔNIA,2006,"AÇÃO CÍVEL ORIGINÁRIA",3
RONDÔNIA,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",5
RONDÔNIA,2006,"AÇÃO PENAL",1
RONDÔNIA,2006,"AGRAVO DE INSTRUMENTO",202
RONDÔNIA,2006,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",2
RONDÔNIA,2006,"HABEAS CORPUS",25
RONDÔNIA,2006,INQUÉRITO,1
RONDÔNIA,2006,PETIÇÃO,5
RONDÔNIA,2006,RECLAMAÇÃO,8
RONDÔNIA,2006,"RECURSO EXTRAORDINÁRIO",126
RONDÔNIA,2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
RONDÔNIA,2006,"SUSPENSÃO DE LIMINAR",1
RONDÔNIA,2007,"AÇÃO CAUTELAR",31
RONDÔNIA,2007,"AÇÃO CÍVEL ORIGINÁRIA",1
RONDÔNIA,2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",5
RONDÔNIA,2007,"AÇÃO ORIGINÁRIA",2
RONDÔNIA,2007,"AÇÃO PENAL",1
RONDÔNIA,2007,"AGRAVO DE INSTRUMENTO",225
RONDÔNIA,2007,"CONFLITO DE COMPETÊNCIA",2
RONDÔNIA,2007,"HABEAS CORPUS",12
RONDÔNIA,2007,INQUÉRITO,4
RONDÔNIA,2007,"MANDADO DE SEGURANÇA",3
RONDÔNIA,2007,PETIÇÃO,4
RONDÔNIA,2007,RECLAMAÇÃO,6
RONDÔNIA,2007,"RECURSO EXTRAORDINÁRIO",100
RONDÔNIA,2007,"SUSPENSÃO DE SEGURANÇA",1
RONDÔNIA,2008,"AÇÃO CAUTELAR",4
RONDÔNIA,2008,"AÇÃO CÍVEL ORIGINÁRIA",6
RONDÔNIA,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",14
RONDÔNIA,2008,"AÇÃO ORIGINÁRIA",5
RONDÔNIA,2008,"AÇÃO PENAL",1
RONDÔNIA,2008,"AÇÃO RESCISÓRIA",1
RONDÔNIA,2008,"AGRAVO DE INSTRUMENTO",214
RONDÔNIA,2008,"HABEAS CORPUS",18
RONDÔNIA,2008,"HABEAS DATA",1
RONDÔNIA,2008,"INTERVENÇÃO FEDERAL",1
RONDÔNIA,2008,PETIÇÃO,5
RONDÔNIA,2008,RECLAMAÇÃO,23
RONDÔNIA,2008,"RECURSO EXTRAORDINÁRIO",70
RONDÔNIA,2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",2
RONDÔNIA,2008,"SUSPENSÃO DE LIMINAR",2
RONDÔNIA,2008,"SUSPENSÃO DE TUTELA ANTECIPADA",2
RONDÔNIA,2009,"AÇÃO CAUTELAR",4
RONDÔNIA,2009,"AÇÃO CÍVEL ORIGINÁRIA",2
RONDÔNIA,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",5
RONDÔNIA,2009,"AÇÃO ORIGINÁRIA",1
RONDÔNIA,2009,"AGRAVO DE INSTRUMENTO",199
RONDÔNIA,2009,"HABEAS CORPUS",15
RONDÔNIA,2009,INQUÉRITO,2
RONDÔNIA,2009,"MANDADO DE SEGURANÇA",1
RONDÔNIA,2009,PETIÇÃO,1
RONDÔNIA,2009,RECLAMAÇÃO,54
RONDÔNIA,2009,"RECURSO EXTRAORDINÁRIO",55
RONDÔNIA,2009,"SUSPENSÃO DE SEGURANÇA",1
RONDÔNIA,2010,"AÇÃO CAUTELAR",18
RONDÔNIA,2010,"AÇÃO CÍVEL ORIGINÁRIA",2
RONDÔNIA,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
RONDÔNIA,2010,"AÇÃO PENAL",2
RONDÔNIA,2010,"AGRAVO DE INSTRUMENTO",341
RONDÔNIA,2010,"HABEAS CORPUS",59
RONDÔNIA,2010,INQUÉRITO,14
RONDÔNIA,2010,"MANDADO DE INJUNÇÃO",1
RONDÔNIA,2010,"MANDADO DE SEGURANÇA",2
RONDÔNIA,2010,RECLAMAÇÃO,54
RONDÔNIA,2010,"RECURSO EXTRAORDINÁRIO",60
RONDÔNIA,2010,"SUSPENSÃO DE SEGURANÇA",13
RONDÔNIA,2010,"SUSPENSÃO DE TUTELA ANTECIPADA",1
RONDÔNIA,2011,"AÇÃO CÍVEL ORIGINÁRIA",1
RONDÔNIA,2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
RONDÔNIA,2011,"AÇÃO PENAL",15
RONDÔNIA,2011,"AÇÃO RESCISÓRIA",2
RONDÔNIA,2011,"AGRAVO DE INSTRUMENTO",56
RONDÔNIA,2011,"HABEAS CORPUS",35
RONDÔNIA,2011,INQUÉRITO,7
RONDÔNIA,2011,"MANDADO DE INJUNÇÃO",1
RONDÔNIA,2011,"MANDADO DE SEGURANÇA",3
RONDÔNIA,2011,PETIÇÃO,1
RONDÔNIA,2011,RECLAMAÇÃO,9
RONDÔNIA,2011,"RECURSO EXTRAORDINÁRIO",281
RONDÔNIA,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",42
RONDÔNIA,2011,"SUSPENSÃO DE LIMINAR",3
RONDÔNIA,2011,"SUSPENSÃO DE SEGURANÇA",4
RORAIMA,2006,"AÇÃO CAUTELAR",5
RORAIMA,2006,"AÇÃO CÍVEL ORIGINÁRIA",18
RORAIMA,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",4
RORAIMA,2006,"AÇÃO ORIGINÁRIA",1
RORAIMA,2006,"AÇÃO PENAL",1
RORAIMA,2006,"AGRAVO DE INSTRUMENTO",40
RORAIMA,2006,"HABEAS CORPUS",7
RORAIMA,2006,PETIÇÃO,41
RORAIMA,2006,"RECURSO EXTRAORDINÁRIO",68
RORAIMA,2006,"SUSPENSÃO DE SEGURANÇA",1
RORAIMA,2007,"AÇÃO CAUTELAR",6
RORAIMA,2007,"AÇÃO CÍVEL ORIGINÁRIA",11
RORAIMA,2007,"AÇÃO PENAL",6
RORAIMA,2007,"AGRAVO DE INSTRUMENTO",140
RORAIMA,2007,"HABEAS CORPUS",9
RORAIMA,2007,INQUÉRITO,7
RORAIMA,2007,"MANDADO DE SEGURANÇA",1
RORAIMA,2007,PETIÇÃO,65
RORAIMA,2007,RECLAMAÇÃO,4
RORAIMA,2007,"RECURSO EXTRAORDINÁRIO",49
RORAIMA,2007,"SUSPENSÃO DE LIMINAR",1
RORAIMA,2008,"AÇÃO CAUTELAR",4
RORAIMA,2008,"AÇÃO CÍVEL ORIGINÁRIA",14
RORAIMA,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
RORAIMA,2008,"AÇÃO PENAL",4
RORAIMA,2008,"AGRAVO DE INSTRUMENTO",198
RORAIMA,2008,"HABEAS CORPUS",11
RORAIMA,2008,INQUÉRITO,7
RORAIMA,2008,PETIÇÃO,5
RORAIMA,2008,RECLAMAÇÃO,2
RORAIMA,2008,"RECURSO EXTRAORDINÁRIO",62
RORAIMA,2008,"SUSPENSÃO DE LIMINAR",2
RORAIMA,2008,"SUSPENSÃO DE SEGURANÇA",1
RORAIMA,2008,"SUSPENSÃO DE TUTELA ANTECIPADA",1
RORAIMA,2009,"AÇÃO CÍVEL ORIGINÁRIA",1
RORAIMA,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
RORAIMA,2009,"AGRAVO DE INSTRUMENTO",135
RORAIMA,2009,"HABEAS CORPUS",8
RORAIMA,2009,INQUÉRITO,3
RORAIMA,2009,"MANDADO DE SEGURANÇA",1
RORAIMA,2009,PETIÇÃO,1
RORAIMA,2009,"RECURSO EXTRAORDINÁRIO",35
RORAIMA,2009,"SUSPENSÃO DE SEGURANÇA",1
RORAIMA,2010,"AÇÃO CAUTELAR",3
RORAIMA,2010,"AÇÃO CÍVEL ORIGINÁRIA",3
RORAIMA,2010,"AÇÃO ORIGINÁRIA",25
RORAIMA,2010,"AÇÃO PENAL",6
RORAIMA,2010,"AGRAVO DE INSTRUMENTO",122
RORAIMA,2010,"HABEAS CORPUS",35
RORAIMA,2010,INQUÉRITO,25
RORAIMA,2010,"MANDADO DE SEGURANÇA",3
RORAIMA,2010,PETIÇÃO,10
RORAIMA,2010,"RECURSO EXTRAORDINÁRIO",56
RORAIMA,2011,"AÇÃO CÍVEL ORIGINÁRIA",1
RORAIMA,2011,"AÇÃO PENAL",11
RORAIMA,2011,"AGRAVO DE INSTRUMENTO",17
RORAIMA,2011,"HABEAS CORPUS",8
RORAIMA,2011,INQUÉRITO,27
RORAIMA,2011,"MANDADO DE SEGURANÇA",1
RORAIMA,2011,RECLAMAÇÃO,4
RORAIMA,2011,"RECURSO EXTRAORDINÁRIO",22
RORAIMA,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",8
"SANTA CATARINA",2006,"AÇÃO CAUTELAR",13
"SANTA CATARINA",2006,"AÇÃO CÍVEL ORIGINÁRIA",4
"SANTA CATARINA",2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
"SANTA CATARINA",2006,"AÇÃO ORIGINÁRIA",7
"SANTA CATARINA",2006,"AÇÃO PENAL",1
"SANTA CATARINA",2006,"AÇÃO RESCISÓRIA",6
"SANTA CATARINA",2006,"AGRAVO DE INSTRUMENTO",2387
"SANTA CATARINA",2006,"HABEAS CORPUS",56
"SANTA CATARINA",2006,"INTERVENÇÃO FEDERAL",8
"SANTA CATARINA",2006,"MANDADO DE SEGURANÇA",4
"SANTA CATARINA",2006,PETIÇÃO,4
"SANTA CATARINA",2006,RECLAMAÇÃO,48
"SANTA CATARINA",2006,"RECURSO EXTRAORDINÁRIO",3543
"SANTA CATARINA",2006,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
"SANTA CATARINA",2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",3
"SANTA CATARINA",2006,"SUSPENSÃO DE LIMINAR",3
"SANTA CATARINA",2006,"SUSPENSÃO DE SEGURANÇA",2
"SANTA CATARINA",2006,"SUSPENSÃO DE TUTELA ANTECIPADA",1
"SANTA CATARINA",2007,"AÇÃO CAUTELAR",48
"SANTA CATARINA",2007,"AÇÃO CÍVEL ORIGINÁRIA",5
"SANTA CATARINA",2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",12
"SANTA CATARINA",2007,"AÇÃO ORIGINÁRIA",4
"SANTA CATARINA",2007,"AÇÃO PENAL",1
"SANTA CATARINA",2007,"AÇÃO RESCISÓRIA",5
"SANTA CATARINA",2007,"AGRAVO DE INSTRUMENTO",1900
"SANTA CATARINA",2007,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
"SANTA CATARINA",2007,"ARGÜIÇÃO DE IMPEDIMENTO",1
"SANTA CATARINA",2007,"ARGÜIÇÃO DE SUSPEIÇÃO",2
"SANTA CATARINA",2007,"CONFLITO DE COMPETÊNCIA",1
"SANTA CATARINA",2007,"HABEAS CORPUS",69
"SANTA CATARINA",2007,INQUÉRITO,3
"SANTA CATARINA",2007,"INTERVENÇÃO FEDERAL",4
"SANTA CATARINA",2007,"MANDADO DE SEGURANÇA",1
"SANTA CATARINA",2007,PETIÇÃO,5
"SANTA CATARINA",2007,RECLAMAÇÃO,11
"SANTA CATARINA",2007,"RECURSO EXTRAORDINÁRIO",2973
"SANTA CATARINA",2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
"SANTA CATARINA",2007,"SUSPENSÃO DE LIMINAR",4
"SANTA CATARINA",2007,"SUSPENSÃO DE SEGURANÇA",23
"SANTA CATARINA",2007,"SUSPENSÃO DE TUTELA ANTECIPADA",5
"SANTA CATARINA",2008,"AÇÃO CAUTELAR",16
"SANTA CATARINA",2008,"AÇÃO CÍVEL ORIGINÁRIA",2
"SANTA CATARINA",2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",8
"SANTA CATARINA",2008,"AÇÃO PENAL",1
"SANTA CATARINA",2008,"AÇÃO RESCISÓRIA",23
"SANTA CATARINA",2008,"AGRAVO DE INSTRUMENTO",1768
"SANTA CATARINA",2008,"CONFLITO DE COMPETÊNCIA",8
"SANTA CATARINA",2008,"HABEAS CORPUS",96
"SANTA CATARINA",2008,INQUÉRITO,1
"SANTA CATARINA",2008,"MANDADO DE SEGURANÇA",2
"SANTA CATARINA",2008,PETIÇÃO,2
"SANTA CATARINA",2008,RECLAMAÇÃO,39
"SANTA CATARINA",2008,"RECURSO EXTRAORDINÁRIO",1204
"SANTA CATARINA",2008,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
"SANTA CATARINA",2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",6
"SANTA CATARINA",2008,"SUSPENSÃO DE SEGURANÇA",6
"SANTA CATARINA",2008,"SUSPENSÃO DE TUTELA ANTECIPADA",5
"SANTA CATARINA",2009,"AÇÃO CAUTELAR",27
"SANTA CATARINA",2009,"AÇÃO CÍVEL ORIGINÁRIA",5
"SANTA CATARINA",2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",11
"SANTA CATARINA",2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO",1
"SANTA CATARINA",2009,"AÇÃO ORIGINÁRIA",1
"SANTA CATARINA",2009,"AÇÃO RESCISÓRIA",76
"SANTA CATARINA",2009,"AGRAVO DE INSTRUMENTO",1891
"SANTA CATARINA",2009,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",2
"SANTA CATARINA",2009,"CONFLITO DE COMPETÊNCIA",6
"SANTA CATARINA",2009,"HABEAS CORPUS",212
"SANTA CATARINA",2009,INQUÉRITO,2
"SANTA CATARINA",2009,"MANDADO DE INJUNÇÃO",8
"SANTA CATARINA",2009,"MANDADO DE SEGURANÇA",12
"SANTA CATARINA",2009,PETIÇÃO,4
"SANTA CATARINA",2009,"PROPOSTA DE SÚMULA VINCULANTE",1
"SANTA CATARINA",2009,RECLAMAÇÃO,89
"SANTA CATARINA",2009,"RECURSO EXTRAORDINÁRIO",799
"SANTA CATARINA",2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",7
"SANTA CATARINA",2009,"REVISÃO CRIMINAL",1
"SANTA CATARINA",2009,"SUSPENSÃO DE LIMINAR",3
"SANTA CATARINA",2009,"SUSPENSÃO DE SEGURANÇA",4
"SANTA CATARINA",2009,"SUSPENSÃO DE TUTELA ANTECIPADA",6
"SANTA CATARINA",2010,"AÇÃO CAUTELAR",19
"SANTA CATARINA",2010,"AÇÃO CÍVEL ORIGINÁRIA",11
"SANTA CATARINA",2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",9
"SANTA CATARINA",2010,"AÇÃO PENAL",3
"SANTA CATARINA",2010,"AÇÃO RESCISÓRIA",62
"SANTA CATARINA",2010,"AGRAVO DE INSTRUMENTO",2914
"SANTA CATARINA",2010,"HABEAS CORPUS",471
"SANTA CATARINA",2010,"HABEAS DATA",1
"SANTA CATARINA",2010,INQUÉRITO,13
"SANTA CATARINA",2010,"MANDADO DE INJUNÇÃO",2
"SANTA CATARINA",2010,"MANDADO DE SEGURANÇA",14
"SANTA CATARINA",2010,PETIÇÃO,1
"SANTA CATARINA",2010,RECLAMAÇÃO,76
"SANTA CATARINA",2010,"RECURSO EXTRAORDINÁRIO",1299
"SANTA CATARINA",2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",22
"SANTA CATARINA",2010,"SUSPENSÃO DE LIMINAR",9
"SANTA CATARINA",2010,"SUSPENSÃO DE TUTELA ANTECIPADA",7
"SANTA CATARINA",2011,"AÇÃO CÍVEL ORIGINÁRIA",10
"SANTA CATARINA",2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",6
"SANTA CATARINA",2011,"AÇÃO PENAL",34
"SANTA CATARINA",2011,"AGRAVO DE INSTRUMENTO",964
"SANTA CATARINA",2011,"CONFLITO DE COMPETÊNCIA",4
"SANTA CATARINA",2011,"HABEAS CORPUS",173
"SANTA CATARINA",2011,INQUÉRITO,22
"SANTA CATARINA",2011,"MANDADO DE INJUNÇÃO",4
"SANTA CATARINA",2011,"MANDADO DE SEGURANÇA",8
"SANTA CATARINA",2011,RECLAMAÇÃO,51
"SANTA CATARINA",2011,"RECURSO EXTRAORDINÁRIO",565
"SANTA CATARINA",2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",183
"SANTA CATARINA",2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",14
"SANTA CATARINA",2011,"SUSPENSÃO DE LIMINAR",1
"SÃO PAULO",2006,"AÇÃO CAUTELAR",403
"SÃO PAULO",2006,"AÇÃO CÍVEL ORIGINÁRIA",12
"SÃO PAULO",2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",18
"SÃO PAULO",2006,"AÇÃO ORIGINÁRIA",7
"SÃO PAULO",2006,"AÇÃO PENAL",1
"SÃO PAULO",2006,"AÇÃO RESCISÓRIA",24
"SÃO PAULO",2006,"AGRAVO DE INSTRUMENTO",18753
"SÃO PAULO",2006,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",4
"SÃO PAULO",2006,"CONFLITO DE COMPETÊNCIA",22
"SÃO PAULO",2006,"HABEAS CORPUS",968
"SÃO PAULO",2006,"HABEAS DATA",1
"SÃO PAULO",2006,INQUÉRITO,6
"SÃO PAULO",2006,"INTERVENÇÃO FEDERAL",14
"SÃO PAULO",2006,"MANDADO DE INJUNÇÃO",2
"SÃO PAULO",2006,"MANDADO DE SEGURANÇA",19
"SÃO PAULO",2006,PETIÇÃO,22
"SÃO PAULO",2006,RECLAMAÇÃO,162
"SÃO PAULO",2006,"RECURSO EXTRAORDINÁRIO",9762
"SÃO PAULO",2006,"RECURSO ORD. EM MANDADO DE SEGURANÇA",2
"SÃO PAULO",2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",21
"SÃO PAULO",2006,"REVISÃO CRIMINAL",1
"SÃO PAULO",2006,"SUSPENSÃO DE LIMINAR",11
"SÃO PAULO",2006,"SUSPENSÃO DE SEGURANÇA",40
"SÃO PAULO",2006,"SUSPENSÃO DE TUTELA ANTECIPADA",10
"SÃO PAULO",2007,"AÇÃO CAUTELAR",258
"SÃO PAULO",2007,"AÇÃO CÍVEL ORIGINÁRIA",12
"SÃO PAULO",2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",15
"SÃO PAULO",2007,"AÇÃO ORIGINÁRIA",4
"SÃO PAULO",2007,"AÇÃO PENAL",7
"SÃO PAULO",2007,"AÇÃO RESCISÓRIA",25
"SÃO PAULO",2007,"AGRAVO DE INSTRUMENTO",16785
"SÃO PAULO",2007,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",3
"SÃO PAULO",2007,"CONFLITO DE COMPETÊNCIA",15
"SÃO PAULO",2007,"HABEAS CORPUS",1310
"SÃO PAULO",2007,"HABEAS DATA",1
"SÃO PAULO",2007,INQUÉRITO,12
"SÃO PAULO",2007,"INTERVENÇÃO FEDERAL",3
"SÃO PAULO",2007,"MANDADO DE INJUNÇÃO",3
"SÃO PAULO",2007,"MANDADO DE SEGURANÇA",31
"SÃO PAULO",2007,PETIÇÃO,75
"SÃO PAULO",2007,RECLAMAÇÃO,183
"SÃO PAULO",2007,"RECURSO EXTRAORDINÁRIO",7890
"SÃO PAULO",2007,"RECURSO ORD. EM MANDADO DE SEGURANÇA",3
"SÃO PAULO",2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",25
"SÃO PAULO",2007,"REVISÃO CRIMINAL",3
"SÃO PAULO",2007,"SUSPENSÃO DE LIMINAR",11
"SÃO PAULO",2007,"SUSPENSÃO DE SEGURANÇA",31
"SÃO PAULO",2007,"SUSPENSÃO DE TUTELA ANTECIPADA",11
"SÃO PAULO",2008,"AÇÃO CAUTELAR",160
"SÃO PAULO",2008,"AÇÃO CÍVEL ORIGINÁRIA",56
"SÃO PAULO",2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",14
"SÃO PAULO",2008,"AÇÃO ORIGINÁRIA",20
"SÃO PAULO",2008,"AÇÃO PENAL",5
"SÃO PAULO",2008,"AÇÃO RESCISÓRIA",16
"SÃO PAULO",2008,"AGRAVO DE INSTRUMENTO",11957
"SÃO PAULO",2008,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",4
"SÃO PAULO",2008,"CONFLITO DE COMPETÊNCIA",8
"SÃO PAULO",2008,"HABEAS CORPUS",1484
"SÃO PAULO",2008,INQUÉRITO,12
"SÃO PAULO",2008,"INTERVENÇÃO FEDERAL",11
"SÃO PAULO",2008,"MANDADO DE INJUNÇÃO",3
"SÃO PAULO",2008,"MANDADO DE SEGURANÇA",19
"SÃO PAULO",2008,PETIÇÃO,20
"SÃO PAULO",2008,RECLAMAÇÃO,305
"SÃO PAULO",2008,"RECURSO EXTRAORDINÁRIO",4364
"SÃO PAULO",2008,"RECURSO ORD. EM MANDADO DE SEGURANÇA",4
"SÃO PAULO",2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",25
"SÃO PAULO",2008,"REVISÃO CRIMINAL",1
"SÃO PAULO",2008,"SUSPENSÃO DE LIMINAR",7
"SÃO PAULO",2008,"SUSPENSÃO DE SEGURANÇA",22
"SÃO PAULO",2008,"SUSPENSÃO DE TUTELA ANTECIPADA",5
"SÃO PAULO",2009,"AÇÃO CAUTELAR",123
"SÃO PAULO",2009,"AÇÃO CÍVEL ORIGINÁRIA",34
"SÃO PAULO",2009,"AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE",1
"SÃO PAULO",2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",20
"SÃO PAULO",2009,"AÇÃO ORIGINÁRIA",12
"SÃO PAULO",2009,"AÇÃO PENAL",3
"SÃO PAULO",2009,"AÇÃO RESCISÓRIA",3
"SÃO PAULO",2009,"AGRAVO DE INSTRUMENTO",11731
"SÃO PAULO",2009,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",8
"SÃO PAULO",2009,"CONFLITO DE COMPETÊNCIA",6
"SÃO PAULO",2009,"HABEAS CORPUS",3147
"SÃO PAULO",2009,"HABEAS DATA",1
"SÃO PAULO",2009,INQUÉRITO,16
"SÃO PAULO",2009,"INTERVENÇÃO FEDERAL",12
"SÃO PAULO",2009,"MANDADO DE INJUNÇÃO",1
"SÃO PAULO",2009,"MANDADO DE SEGURANÇA",31
"SÃO PAULO",2009,PETIÇÃO,49
"SÃO PAULO",2009,"PROPOSTA DE SÚMULA VINCULANTE",2
"SÃO PAULO",2009,RECLAMAÇÃO,617
"SÃO PAULO",2009,"RECURSO EXTRAORDINÁRIO",2332
"SÃO PAULO",2009,"RECURSO ORD. EM MANDADO DE SEGURANÇA",9
"SÃO PAULO",2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",36
"SÃO PAULO",2009,"REVISÃO CRIMINAL",2
"SÃO PAULO",2009,"SUSPENSÃO DE LIMINAR",16
"SÃO PAULO",2009,"SUSPENSÃO DE SEGURANÇA",87
"SÃO PAULO",2009,"SUSPENSÃO DE TUTELA ANTECIPADA",77
"SÃO PAULO",2010,"AÇÃO CAUTELAR",86
"SÃO PAULO",2010,"AÇÃO CÍVEL ORIGINÁRIA",57
"SÃO PAULO",2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",15
"SÃO PAULO",2010,"AÇÃO ORIGINÁRIA",33
"SÃO PAULO",2010,"AÇÃO PENAL",4
"SÃO PAULO",2010,"AÇÃO RESCISÓRIA",26
